"Marca temporal","Puntuación total","Enter your experimental ID","Enter your experimental ID [Puntuación]","Enter your experimental ID [Comentarios]","Which is the percentage value of mag^2 for the state 0 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 0 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 0 (decimal)? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 128 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 128 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 128 (decimal)? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 164 (decimal)>? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 164 (decimal)>? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 164 (decimal)>? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 367 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 367 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 367 (decimal)? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 516 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 516 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 516 (decimal)? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 552 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 552 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 552 (decimal)? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 752 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 752 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 752 (decimal)? (e.g., 32.7) [Comentarios]","Which is the percentage value of mag^2 for the state 844 (decimal)? (e.g., 32.7)","Which is the percentage value of mag^2 for the state 844 (decimal)? (e.g., 32.7) [Puntuación]","Which is the percentage value of mag^2 for the state 844 (decimal)? (e.g., 32.7) [Comentarios]","Copy the code of the circuit created (Export button, then 'Copy to clipboard' under 'Escaped Link')","Copy the code of the circuit created (Export button, then 'Copy to clipboard' under 'Escaped Link') [Puntuación]","Copy the code of the circuit created (Export button, then 'Copy to clipboard' under 'Escaped Link') [Comentarios]"
"2024/05/24 2:23:58 p. m. EEST","7.00 / 8","045","-- / 0","","25.0000","1.00 / 1","","12.5000","1.00 / 1","","0.0000","1.00 / 1","","0.0000","1.00 / 1","","0.0000","1.00 / 1","","3.1250","0.00 / 1","","0.0000","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C%22Measure%22%2C1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C%22Measure%22%2C1%2C1%2C1%2C1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C%22Measure%22%2C1%2C1%2C1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:24:44 p. m. EEST","8.00 / 8","Bari067","-- / 0","","25","1.00 / 1","","12.5000","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.5625","1.00 / 1","","0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:25:45 p. m. EEST","6.00 / 8","Bari107","-- / 0","","25","1.00 / 1","","0","0.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","0.00 / 1","","0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:26:00 p. m. EEST","5.00 / 8","Bari033","-- / 0","","25.0","1.00 / 1","","12.5","1.00 / 1","","0.0","1.00 / 1","","0.0","1.00 / 1","","0.0","1.00 / 1","","0.0","0.00 / 1","","12.5","0.00 / 1","","0.0","-- / 1","","https://algassert.com/quirk#circuit={%22cols%22:[[%22Z%22,%22Z%22,%22Z%22,%22Z%22,%22Z%22,%22Z%22,%22Z%22],[1,1,1,1,1,1,1,%22H%22,%22H%22],[1,%22%E2%80%A2%22,1,1,1,%22X%22],[1,1,1,%22H%22,1,1,1,%22%E2%80%A2%22],[%22H%22,1,1,%22%E2%80%A2%22],[1,1,1,1,1,1,1,%22%E2%80%A2%22,%22X%22],[1,1,1,1,%22H%22,1,%22%E2%80%A2%22],[1,%22Y%22,1,1,1,%22%E2%80%A2%22],[1,1,1,1,1,1,%22H%22,1,%22%E2%80%A2%22],[1,%22Y%22,1,1,1,%22%E2%80%A2%22],[%22Swap%22,1,%22Swap%22],[1,%22%E2%80%A2%22,1,%22Z^%C2%BD%22],[1,1,%22Z%22,1,1,%22%E2%80%A2%22],[%22%E2%80%A2%22,%22Z^%C2%BD%22],[1,1,1,%22%E2%80%A2%22,1,1,%22X%22],[1,1,1,%22Swap%22,1,1,1,1,%22Swap%22],[%22Measure%22],[1,1,1,%22H%22,1,%22%E2%80%A2%22],[1,1,1,%22%E2%80%A2%22,1,1,1,1,%22Z%22],[1,1,1,%22Measure%22]]}","-- / 0",""
"2024/05/24 2:26:02 p. m. EEST","7.00 / 8","Bari072","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","0.00 / 1","","0","1.00 / 1","","9.10","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C%22Measure%22%2C1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C%22Measure%22%2C1%2C1%2C1%2C1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C%22Measure%22%2C1%2C1%2C1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:26:10 p. m. EEST","8.00 / 8","Bari075","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.56","1.00 / 1","","0","1.00 / 1","","9.10","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:26:11 p. m. EEST","7.00 / 8","Bari083","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","3.12","0.00 / 1","","0","1.00 / 1","","9.10","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C%22Measure%22%2C1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C%22Measure%22%2C1%2C1%2C1%2C1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C%22Measure%22%2C1%2C1%2C1%2C%22Measure%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:26:19 p. m. EEST","8.00 / 8","Bari057","-- / 0","","25","1.00 / 1","","12.5000","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.5625","1.00 / 1","","0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:28:01 p. m. EEST","8.00 / 8","Bari022","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.5625","1.00 / 1","","0","1.00 / 1","","9.10","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:28:28 p. m. EEST","8.00 / 8","Bari058","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.5625","1.00 / 1","","0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
"2024/05/24 2:29:32 p. m. EEST","8.00 / 8","Bari087","-- / 0","","25","1.00 / 1","","12.5","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","0","1.00 / 1","","1.5625","1.00 / 1","","0","1.00 / 1","","9.1069","1.00 / 1","","https://algassert.com/quirk#circuit=%7B%22cols%22%3A%5B%5B1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22H%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C%22X%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C%22Y%22%2C1%2C1%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22Swap%22%2C1%2C%22Swap%22%5D%2C%5B1%2C%22%E2%80%A2%22%2C1%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22Z%22%2C1%2C1%2C%22%E2%80%A2%22%5D%2C%5B%22%E2%80%A2%22%2C%22Z%5E%C2%BD%22%5D%2C%5B1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C%22X%22%5D%2C%5B1%2C1%2C1%2C%22Swap%22%2C1%2C1%2C1%2C1%2C%22Swap%22%5D%2C%5B1%2C%22Measure%22%2C1%2C1%2C1%2C1%2C1%2C1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C%22H%22%2C1%2C%22%E2%80%A2%22%5D%2C%5B1%2C1%2C1%2C1%2C1%2C1%2C1%2C%22Measure%22%5D%2C%5B1%2C1%2C1%2C1%2C%22%E2%80%A2%22%2C1%2C1%2C1%2C%22Z%22%5D%5D%7D","-- / 0",""
